maximum_temperature,seasonal_normal_temperature,temp_deviation,relative_humidity,wind_speed,forecast_weather_data,heatwave_label
32.2,36.4,-4.2,38.8,7.8,33.6,Normal
32.3,36.0,-3.7,30.5,3.6,33.4,Normal
40.3,38.8,1.5,55.3,13.3,41.2,Normal
36.8,36.9,-0.1,35.3,4.0,36.5,Normal
33.8,37.6,-3.7,35.5,8.0,33.5,Normal
37.5,37.5,0.0,49.3,4.9,37.8,Normal
40.7,37.9,2.8,59.2,7.2,40.5,Normal
42.2,39.3,2.8,27.3,4.4,43.1,Normal
34.3,39.9,-5.6,30.5,23.9,35.1,Normal
37.6,37.0,0.6,34.8,8.4,38.2,Normal
35.3,39.1,-3.8,78.4,12.2,32.8,Normal
43.0,38.8,4.2,43.8,22.7,43.1,Normal
41.6,37.9,3.7,55.9,17.6,41.5,Normal
37.6,39.8,-2.1,34.5,16.2,37.8,Normal
34.3,36.0,-1.7,49.4,18.2,33.6,Normal
34.9,35.5,-0.6,24.4,21.1,33.6,Normal
32.4,39.3,-6.9,22.1,22.2,32.8,Normal
39.4,37.2,2.2,48.1,16.8,39.0,Normal
39.3,39.2,0.0,43.9,22.5,39.9,Normal
43.9,39.5,4.4,28.2,14.3,43.2,Normal
32.5,35.3,-2.8,61.3,8.4,33.9,Normal
38.3,39.4,-1.2,79.6,22.2,39.3,Normal
33.0,37.2,-4.3,43.7,14.5,33.3,Normal
35.0,37.6,-2.5,57.5,22.8,34.8,Normal
35.0,38.1,-3.1,77.8,2.9,35.8,Normal
44.1,39.6,4.5,69.9,11.1,44.5,Normal
33.7,35.1,-1.4,47.8,23.8,33.9,Normal
38.8,37.4,1.4,64.2,7.7,39.9,Normal
38.1,38.4,-0.3,27.7,23.7,39.5,Normal
35.2,38.6,-3.4,50.7,23.9,33.9,Normal
38.9,38.5,0.4,36.7,22.3,37.8,Normal
38.8,35.7,3.1,29.7,15.0,38.0,Normal
33.3,36.5,-3.2,45.6,16.9,31.8,Normal
40.6,36.8,3.8,27.9,22.0,40.6,Normal
37.0,39.0,-2.0,61.9,19.8,37.6,Normal
35.7,36.4,-0.7,47.4,16.5,35.7,Normal
38.9,36.1,2.9,51.9,24.6,38.4,Normal
38.5,39.8,-1.3,28.8,17.8,39.6,Normal
36.2,35.0,1.1,28.4,24.4,36.3,Normal
39.9,40.0,-0.1,55.0,3.3,40.2,Normal
39.8,38.4,1.5,79.1,5.2,41.0,Normal
31.8,39.1,-7.3,25.8,12.4,31.7,Normal
31.1,36.5,-5.4,37.1,10.9,33.1,Normal
38.2,35.1,3.2,72.2,20.0,37.8,Normal
43.3,38.7,4.6,24.3,5.7,45.3,Heatwave
37.0,39.2,-2.2,72.6,24.5,36.0,Normal
38.8,38.7,0.1,51.5,9.2,39.4,Normal
37.7,35.7,2.0,44.5,11.9,37.1,Normal
42.2,38.8,3.4,38.6,8.3,43.3,Normal
32.7,38.8,-6.1,37.8,15.3,32.3,Normal
36.2,38.3,-2.1,38.3,3.3,36.5,Normal
38.7,38.8,-0.2,73.1,5.4,38.0,Normal
42.7,39.2,3.5,63.4,19.2,43.6,Normal
47.8,38.1,9.7,60.2,6.3,47.2,Severe Heatwave
35.6,35.4,0.2,67.9,7.4,37.3,Normal
33.5,37.4,-3.9,35.4,20.2,32.5,Normal
37.8,35.4,2.4,57.1,4.1,36.5,Normal
42.7,37.0,5.6,47.6,12.1,43.6,Heatwave
38.4,37.0,1.4,66.9,2.5,37.8,Normal
33.2,35.3,-2.2,38.6,10.0,33.1,Normal
41.1,36.7,4.4,58.6,18.1,40.8,Normal
38.9,35.6,3.3,72.9,4.1,37.6,Normal
36.4,39.0,-2.6,44.1,22.4,36.4,Normal
42.1,39.7,2.3,24.0,22.9,43.3,Normal
39.9,35.4,4.5,51.0,4.4,40.9,Normal
44.9,39.8,5.1,40.8,24.8,45.1,Heatwave
38.4,37.6,0.8,60.3,8.8,39.5,Normal
36.2,36.5,-0.3,77.1,3.9,35.2,Normal
40.7,35.4,5.3,49.1,2.1,40.4,Heatwave
34.3,37.5,-3.2,48.0,11.4,34.7,Normal
41.5,39.0,2.5,59.3,16.5,41.4,Normal
34.7,38.5,-3.8,26.2,9.6,34.5,Normal
40.0,35.3,4.7,35.2,21.2,38.8,Normal
35.5,35.4,0.1,75.1,18.5,33.4,Normal
42.5,37.0,5.4,60.2,10.1,43.3,Heatwave
39.2,36.5,2.7,20.8,18.9,39.4,Normal
32.9,36.2,-3.3,32.3,23.6,33.8,Normal
42.4,36.4,6.0,61.0,4.1,42.0,Heatwave
45.4,39.0,6.4,65.9,9.0,44.7,Severe Heatwave
43.7,39.6,4.1,70.4,12.7,43.7,Normal
35.4,37.0,-1.7,37.5,13.5,36.2,Normal
39.5,39.5,-0.1,75.9,14.5,39.2,Normal
38.1,36.6,1.5,53.2,8.9,38.9,Normal
35.9,37.4,-1.5,61.8,17.3,34.9,Normal
43.1,36.1,6.9,55.8,16.8,42.9,Severe Heatwave
39.7,38.2,1.5,27.4,15.3,39.6,Normal
31.4,39.9,-8.5,77.8,4.6,32.7,Normal
40.2,38.0,2.2,27.4,13.0,40.4,Normal
36.6,36.8,-0.2,35.3,10.2,38.3,Normal
39.0,38.2,0.7,68.8,13.3,37.6,Normal
35.3,35.6,-0.3,57.1,23.2,35.5,Normal
43.3,39.4,3.8,70.3,13.1,43.4,Normal
42.4,37.5,4.9,50.9,2.3,43.1,Heatwave
39.2,37.2,2.0,42.6,12.1,38.4,Normal
37.7,37.9,-0.2,75.3,20.9,39.4,Normal
39.0,38.1,0.9,22.2,19.9,39.0,Normal
36.4,35.4,1.1,71.4,13.8,35.3,Normal
36.6,38.4,-1.8,33.8,7.7,36.6,Normal
39.2,36.2,3.0,70.9,12.7,38.9,Normal
41.2,38.6,2.6,28.4,15.0,44.0,Normal
45.5,39.1,6.4,54.8,25.0,46.6,Heatwave
44.4,39.0,5.4,73.3,16.8,44.5,Heatwave
36.4,37.8,-1.4,48.4,18.0,36.3,Normal
41.5,37.6,3.9,64.8,13.3,42.4,Normal
33.4,35.7,-2.3,68.3,10.2,34.4,Normal
42.3,38.9,3.4,64.2,20.7,39.4,Normal
35.5,36.4,-0.8,75.5,13.4,36.2,Normal
34.9,37.5,-2.6,46.8,24.9,34.9,Normal
38.4,36.4,2.0,30.4,12.5,37.1,Normal
27.3,35.7,-8.4,22.9,3.6,28.2,Normal
33.0,38.1,-5.1,34.8,17.7,35.3,Normal
35.7,35.3,0.4,28.6,3.1,36.2,Normal
40.0,38.7,1.3,53.5,7.8,41.1,Normal
36.3,36.6,-0.3,31.1,10.1,38.1,Normal
30.5,35.0,-4.5,22.3,19.0,29.6,Normal
35.7,37.6,-1.9,22.2,13.4,33.8,Normal
37.6,35.2,2.4,69.9,2.7,38.3,Normal
39.4,36.4,3.0,55.5,16.2,39.2,Normal
39.5,38.5,0.9,41.5,11.5,38.1,Normal
40.4,35.3,5.0,73.7,23.2,40.3,Heatwave
41.6,39.2,2.4,24.2,13.5,42.3,Normal
33.4,35.0,-1.6,78.8,18.3,33.3,Normal
36.3,36.2,0.0,57.0,7.0,35.5,Normal
34.8,38.7,-3.9,31.0,19.5,34.6,Normal
37.2,36.6,0.6,60.7,18.6,37.2,Normal
40.4,35.5,4.9,65.8,22.8,38.5,Heatwave
40.2,36.8,3.4,45.8,2.8,40.1,Normal
42.3,36.4,5.9,71.7,12.3,40.9,Heatwave
39.2,39.2,-0.1,29.0,17.6,39.8,Normal
42.3,36.6,5.7,36.7,4.2,40.7,Heatwave
39.3,38.9,0.3,25.6,11.4,40.3,Normal
45.6,39.5,6.2,32.7,23.7,45.2,Heatwave
38.1,37.2,0.9,34.3,12.0,37.5,Normal
43.0,39.5,3.5,75.1,24.7,43.3,Normal
43.0,36.9,6.2,24.7,3.3,42.2,Heatwave
40.1,39.8,0.3,45.6,18.5,40.4,Normal
37.2,35.4,1.8,51.9,15.4,36.5,Normal
43.9,38.4,5.5,73.9,13.5,43.4,Heatwave
38.0,37.5,0.5,79.9,24.3,38.4,Normal
33.3,36.9,-3.6,65.2,5.0,32.2,Normal
46.7,38.2,8.5,78.2,22.6,45.4,Severe Heatwave
37.9,38.5,-0.6,67.2,17.9,38.1,Normal
36.6,35.0,1.6,77.8,8.0,36.6,Normal
40.9,35.8,5.0,62.4,22.7,41.0,Heatwave
37.4,38.6,-1.1,24.8,11.9,37.8,Normal
35.8,38.3,-2.5,44.1,20.7,35.9,Normal
41.7,39.8,1.9,58.8,10.9,42.3,Normal
33.5,38.8,-5.3,41.0,21.6,33.6,Normal
39.7,39.8,-0.0,36.4,16.6,37.7,Normal
40.4,38.5,1.9,54.6,5.2,38.6,Normal
36.5,36.5,0.1,76.0,16.9,38.5,Normal
31.1,35.5,-4.4,22.1,6.4,31.1,Normal
45.5,38.9,6.6,66.2,11.5,46.4,Severe Heatwave
39.6,38.2,1.4,63.4,5.9,39.2,Normal
41.2,35.2,6.0,77.8,2.5,41.2,Heatwave
36.9,36.8,0.1,75.8,6.9,36.4,Normal
37.7,39.8,-2.1,65.7,14.3,40.2,Normal
39.4,37.5,1.9,51.2,13.1,39.7,Normal
37.4,37.2,0.2,32.3,13.5,36.9,Normal
34.2,37.3,-3.1,52.7,7.7,32.5,Normal
42.2,36.0,6.1,65.9,17.8,44.2,Heatwave
35.7,36.8,-1.2,73.7,18.2,35.5,Normal
31.4,36.8,-5.4,67.4,10.2,32.2,Normal
40.9,35.3,5.6,31.7,22.3,41.8,Heatwave
38.1,38.8,-0.8,56.0,16.8,37.6,Normal
36.0,37.1,-1.1,39.9,18.4,36.6,Normal
33.9,39.1,-5.2,20.6,8.4,33.3,Normal
46.3,39.3,7.1,32.0,2.0,45.4,Severe Heatwave
32.5,36.1,-3.5,26.8,21.9,33.7,Normal
39.5,38.3,1.2,70.6,20.9,39.3,Normal
41.6,37.4,4.2,35.5,4.8,42.1,Normal
41.9,39.4,2.5,37.1,10.6,42.3,Normal
36.9,36.1,0.8,77.6,17.2,37.5,Normal
33.4,38.4,-5.0,42.7,17.0,31.9,Normal
36.2,38.0,-1.8,20.6,21.8,35.6,Normal
38.1,36.5,1.7,37.0,5.2,37.8,Normal
33.9,35.7,-1.8,27.2,11.9,33.1,Normal
40.0,38.3,1.7,26.2,4.2,40.4,Normal
42.1,38.7,3.4,24.6,11.0,43.3,Normal
40.9,36.6,4.4,55.6,2.3,42.3,Normal
34.9,38.2,-3.3,31.4,22.7,34.6,Normal
45.7,37.0,8.7,41.7,14.1,46.0,Severe Heatwave
42.3,38.6,3.7,71.7,21.5,42.7,Normal
37.0,36.0,1.0,45.5,3.4,37.6,Normal
44.3,39.5,4.8,74.9,7.2,43.4,Heatwave
45.7,36.4,9.3,49.9,8.0,47.5,Severe Heatwave
32.8,36.8,-4.0,43.9,10.9,33.7,Normal
35.5,35.3,0.2,65.0,20.5,36.5,Normal
28.2,35.6,-7.3,24.4,10.9,29.4,Normal
39.3,37.6,1.7,25.4,6.7,39.8,Normal
38.6,36.3,2.3,59.1,3.5,37.6,Normal
40.0,39.2,0.9,49.2,3.8,39.9,Normal
33.8,35.1,-1.3,67.4,19.5,32.1,Normal
30.7,36.9,-6.2,75.0,12.2,31.1,Normal
39.0,36.7,2.3,43.3,18.7,38.8,Normal
41.2,35.1,6.1,55.8,17.7,41.2,Heatwave
34.6,35.6,-1.1,50.0,5.1,35.8,Normal
39.6,37.1,2.5,78.9,5.3,39.2,Normal
33.0,37.5,-4.5,69.9,19.4,32.7,Normal
39.6,37.0,2.6,74.7,18.6,39.6,Normal
37.3,37.7,-0.4,35.3,10.7,35.4,Normal
36.3,38.0,-1.7,66.4,3.8,36.0,Normal
33.4,35.0,-1.7,35.9,2.3,30.9,Normal
36.9,37.3,-0.4,32.5,8.6,36.4,Normal
42.2,39.8,2.3,76.7,2.2,43.0,Normal
34.0,37.6,-3.6,21.2,7.3,34.4,Normal
38.0,38.4,-0.4,77.9,11.6,37.4,Normal
37.4,36.6,0.9,29.0,4.8,37.5,Normal
36.0,38.9,-2.8,69.2,4.4,34.9,Normal
46.2,38.9,7.3,36.6,22.6,46.2,Severe Heatwave
35.6,37.6,-2.0,41.0,15.5,38.5,Normal
38.5,39.9,-1.3,33.0,23.5,40.4,Normal
33.2,35.6,-2.4,55.1,10.0,33.3,Normal
42.4,35.1,7.3,40.9,17.6,42.5,Severe Heatwave
41.8,38.9,2.9,59.4,6.7,40.8,Normal
36.8,39.0,-2.3,20.9,16.2,36.0,Normal
40.5,35.6,4.9,23.9,5.0,40.8,Heatwave
38.0,36.3,1.7,26.0,2.0,37.5,Normal
37.0,35.1,1.9,45.1,23.4,37.9,Normal
36.3,36.5,-0.2,68.9,14.8,37.8,Normal
37.2,38.9,-1.6,73.3,23.3,37.6,Normal
39.8,37.6,2.2,34.7,9.7,39.9,Normal
35.8,36.7,-0.9,54.5,9.5,34.2,Normal
44.2,36.9,7.4,66.1,11.2,45.0,Severe Heatwave
31.6,35.0,-3.4,37.3,18.2,30.4,Normal
42.9,36.5,6.4,44.5,15.0,42.5,Heatwave
38.8,38.2,0.6,51.4,23.3,39.8,Normal
41.9,39.9,2.0,28.1,2.6,42.9,Normal
43.2,39.2,3.9,21.6,18.3,42.7,Normal
33.9,35.1,-1.2,29.2,9.6,33.5,Normal
43.5,39.5,4.0,57.6,6.1,42.8,Normal
30.4,38.9,-8.5,24.4,13.7,29.2,Normal
37.4,38.9,-1.5,31.4,13.6,36.7,Normal
35.1,37.3,-2.2,40.3,5.2,33.4,Normal
33.6,37.0,-3.4,24.7,6.6,34.3,Normal
36.8,36.5,0.2,31.5,11.4,37.2,Normal
37.7,35.3,2.4,74.7,11.4,38.2,Normal
39.6,36.1,3.5,21.2,9.3,38.6,Normal
38.1,36.2,1.8,59.2,5.4,36.9,Normal
36.1,37.4,-1.3,43.1,2.1,36.1,Normal
41.0,38.7,2.3,60.4,24.3,41.1,Normal
38.8,37.4,1.4,55.3,23.7,38.7,Normal
39.6,35.3,4.3,33.4,13.1,39.3,Normal
43.5,39.8,3.7,70.8,24.9,45.2,Normal
40.8,39.7,1.1,49.5,17.5,41.2,Normal
36.8,38.9,-2.1,69.4,3.6,38.8,Normal
38.7,40.0,-1.3,44.4,4.7,39.9,Normal
36.8,37.7,-0.9,79.1,23.1,38.5,Normal
39.7,39.8,-0.1,66.2,16.5,38.6,Normal
37.3,35.4,1.9,78.0,21.4,37.9,Normal
40.3,36.8,3.5,50.9,22.7,39.9,Normal
36.9,36.1,0.8,48.4,12.3,35.3,Normal
37.0,36.0,1.1,65.3,3.1,38.5,Normal
37.2,35.7,1.5,72.8,6.3,36.9,Normal
37.3,38.1,-0.8,77.8,3.5,36.3,Normal
36.7,38.9,-2.2,39.5,6.3,36.3,Normal
32.7,37.9,-5.1,67.9,11.4,32.0,Normal
34.3,35.7,-1.4,32.6,4.7,33.6,Normal
41.7,39.1,2.7,52.7,5.8,41.5,Normal
36.7,38.2,-1.5,30.8,12.3,38.5,Normal
37.1,36.9,0.2,40.8,9.8,36.4,Normal
41.0,38.4,2.6,75.9,12.8,42.7,Normal
39.1,36.3,2.8,28.8,11.9,40.0,Normal
33.9,36.7,-2.8,57.9,16.8,34.3,Normal
44.1,39.6,4.5,55.6,23.6,44.8,Normal
41.4,36.5,4.9,27.2,4.5,41.4,Heatwave
34.4,37.3,-3.0,39.6,4.3,35.7,Normal
37.6,39.5,-1.9,53.8,21.6,38.1,Normal
43.7,38.5,5.2,31.2,13.6,42.0,Heatwave
35.8,35.3,0.5,68.0,19.6,36.1,Normal
29.0,35.7,-6.8,78.3,7.0,29.8,Normal
31.1,35.0,-3.9,32.9,21.1,30.9,Normal
38.3,38.2,0.1,31.2,23.2,38.4,Normal
34.2,37.2,-3.1,47.3,16.6,33.6,Normal
35.2,35.7,-0.4,64.9,4.4,33.8,Normal
40.9,39.8,1.1,36.9,22.6,39.4,Normal
43.8,37.6,6.1,21.2,20.2,42.2,Heatwave
36.2,36.2,-0.0,52.5,19.3,36.9,Normal
42.3,37.5,4.8,77.4,2.8,39.8,Heatwave
44.4,38.4,6.0,43.5,20.4,43.7,Heatwave
41.4,35.4,6.0,45.2,5.2,40.6,Heatwave
38.4,36.4,2.0,78.1,7.1,38.1,Normal
33.2,39.0,-5.9,61.7,15.3,31.3,Normal
39.9,37.3,2.6,63.2,8.1,40.3,Normal
42.4,37.7,4.7,53.8,17.2,41.1,Heatwave
37.9,37.2,0.7,78.5,16.0,39.0,Normal
42.3,35.2,7.1,61.3,4.5,41.7,Severe Heatwave
39.8,35.8,4.0,73.7,17.1,39.7,Normal
40.2,37.2,3.0,62.0,23.3,40.2,Normal
40.8,36.0,4.8,64.1,5.7,41.1,Heatwave
37.4,35.2,2.2,37.4,15.7,37.5,Normal
31.5,39.2,-7.7,38.2,9.9,31.1,Normal
39.2,39.9,-0.7,67.0,12.6,39.5,Normal
44.2,39.0,5.2,37.8,8.6,44.6,Heatwave
37.4,39.3,-1.8,53.8,10.1,36.7,Normal
36.4,36.2,0.2,35.0,2.7,36.9,Normal
37.1,39.8,-2.7,69.0,24.6,38.3,Normal
43.2,36.0,7.2,26.6,16.4,43.9,Severe Heatwave
46.6,39.8,6.9,69.8,13.5,47.6,Severe Heatwave
37.9,40.0,-2.1,56.2,10.8,38.1,Normal
40.1,38.6,1.5,31.2,14.4,39.1,Normal
38.5,39.9,-1.4,52.5,10.7,37.7,Normal
41.0,37.8,3.2,36.9,10.3,41.3,Normal
39.1,36.3,2.8,39.4,12.7,40.0,Normal
41.0,37.2,3.8,41.1,8.3,43.8,Normal
40.1,38.0,2.2,23.8,6.1,41.1,Normal
46.6,35.4,11.3,79.2,14.8,45.5,Severe Heatwave
35.5,38.1,-2.6,21.9,21.4,34.7,Normal
34.9,39.9,-5.0,59.7,5.5,37.2,Normal
35.6,36.0,-0.4,42.3,2.8,35.4,Normal
34.5,39.0,-4.5,58.8,7.7,34.5,Normal
35.3,39.5,-4.2,41.4,24.5,34.4,Normal
37.2,39.7,-2.5,60.4,21.1,38.8,Normal
37.6,39.8,-2.2,63.8,15.7,38.1,Normal
35.3,37.6,-2.3,61.4,23.4,34.5,Normal
42.7,39.9,2.8,26.8,12.2,41.7,Normal
38.0,38.8,-0.8,59.4,24.6,38.3,Normal
36.2,35.8,0.4,36.8,8.8,36.2,Normal
41.5,37.4,4.1,21.7,7.5,42.3,Normal
36.9,38.6,-1.7,44.9,16.7,37.5,Normal
36.3,36.2,0.1,46.0,10.7,36.0,Normal
40.5,38.2,2.3,48.0,16.4,39.9,Normal
32.5,38.3,-5.8,62.3,9.0,32.4,Normal
28.5,35.8,-7.3,38.5,16.2,27.9,Normal
40.0,37.8,2.2,38.9,8.3,39.9,Normal
41.6,38.9,2.7,23.6,3.2,41.6,Normal
45.7,37.5,8.2,61.2,23.0,44.8,Severe Heatwave
36.6,35.1,1.6,54.1,22.3,37.2,Normal
38.9,35.0,3.9,41.0,24.3,38.5,Normal
37.1,36.8,0.3,62.3,18.5,36.3,Normal
41.7,39.6,2.0,52.2,17.7,41.3,Normal
43.0,36.1,6.8,48.2,14.9,43.2,Severe Heatwave
31.7,38.2,-6.4,50.7,4.9,31.8,Normal
38.6,36.1,2.4,58.2,6.4,39.0,Normal
45.1,36.6,8.5,59.6,8.7,46.0,Severe Heatwave
41.2,39.2,2.0,37.3,22.5,42.5,Normal
45.4,38.6,6.8,28.4,6.0,45.7,Severe Heatwave
34.3,35.5,-1.2,29.4,23.2,33.2,Normal
38.0,37.1,0.9,58.4,14.0,37.8,Normal
36.3,35.1,1.1,72.4,18.5,35.3,Normal
30.6,37.4,-6.8,44.6,4.5,32.3,Normal
35.2,38.3,-3.1,30.2,8.2,37.2,Normal
32.8,35.6,-2.8,65.4,24.0,33.4,Normal
40.3,36.4,3.9,69.9,8.1,41.2,Normal
41.0,37.0,4.1,72.8,8.8,41.3,Normal
41.7,39.6,2.1,56.4,6.5,42.1,Normal
43.9,40.0,3.9,71.6,5.0,42.3,Normal
35.7,35.2,0.4,20.9,7.4,35.6,Normal
44.0,38.8,5.2,26.4,16.8,43.1,Heatwave
37.9,36.9,1.0,25.6,12.5,38.2,Normal
38.2,37.0,1.2,62.8,14.7,38.1,Normal
38.8,38.8,0.1,24.2,4.8,40.8,Normal
43.0,39.6,3.4,49.8,20.4,43.9,Normal
39.3,39.8,-0.5,48.4,20.0,39.6,Normal
42.3,37.9,4.4,38.6,2.5,42.0,Normal
33.8,36.8,-3.0,72.2,10.8,35.5,Normal
36.1,38.9,-2.8,30.2,3.6,36.1,Normal
39.7,36.3,3.4,41.1,20.2,40.0,Normal
38.5,37.8,0.7,66.5,19.0,38.6,Normal
36.2,36.8,-0.6,21.8,22.7,35.8,Normal
42.4,38.3,4.1,60.4,7.4,42.4,Normal
35.1,36.2,-1.1,69.0,12.5,33.1,Normal
36.3,36.0,0.3,75.9,6.2,34.7,Normal
45.5,39.6,5.9,72.6,10.5,45.8,Heatwave
41.9,35.5,6.4,39.2,14.0,43.5,Heatwave
44.0,37.5,6.5,55.2,3.2,44.4,Severe Heatwave
36.1,36.1,0.0,24.6,18.4,35.4,Normal
40.5,35.2,5.3,35.5,14.5,39.1,Heatwave
32.9,35.2,-2.3,25.7,21.1,33.6,Normal
33.7,35.9,-2.2,38.9,8.3,33.1,Normal
32.1,39.3,-7.2,72.5,22.8,32.8,Normal
43.3,36.4,6.9,40.8,25.0,43.7,Severe Heatwave
37.7,39.8,-2.0,53.7,23.1,38.2,Normal
38.5,37.9,0.6,46.0,19.9,38.5,Normal
35.0,37.2,-2.2,47.5,20.7,35.4,Normal
41.3,37.9,3.4,78.2,15.2,41.2,Normal
37.3,37.6,-0.3,37.8,6.4,36.6,Normal
35.2,38.8,-3.6,57.6,17.6,34.3,Normal
39.0,36.4,2.5,45.2,18.4,36.6,Normal
32.7,36.8,-4.0,23.7,24.7,32.6,Normal
37.5,39.5,-1.9,49.4,14.4,39.1,Normal
33.4,39.7,-6.4,68.8,8.2,34.1,Normal
35.5,39.5,-4.0,25.9,17.7,35.7,Normal
38.7,37.1,1.6,24.2,24.5,38.0,Normal
33.0,38.9,-5.9,29.2,6.1,34.0,Normal
33.2,37.4,-4.2,65.9,9.5,33.1,Normal
38.5,37.5,1.0,63.4,14.5,40.1,Normal
35.1,36.0,-0.9,53.9,5.9,34.1,Normal
45.9,38.0,8.0,48.1,2.5,45.2,Severe Heatwave
43.3,35.9,7.4,73.3,9.8,42.5,Severe Heatwave
34.6,36.7,-2.0,66.0,21.9,33.1,Normal
42.2,39.3,2.9,68.7,3.0,41.3,Normal
39.7,36.0,3.6,68.8,11.9,39.8,Normal
34.3,35.4,-1.1,58.6,19.5,33.6,Normal
31.1,35.3,-4.2,47.5,23.9,27.3,Normal
40.7,39.7,1.0,71.9,24.7,41.7,Normal
37.9,37.5,0.4,75.6,11.7,36.2,Normal
36.5,37.0,-0.5,21.4,23.9,37.1,Normal
41.6,39.1,2.5,23.1,2.8,41.6,Normal
37.6,39.2,-1.6,77.5,19.2,39.7,Normal
33.6,36.7,-3.0,36.6,16.8,34.6,Normal
39.8,38.5,1.4,72.4,7.7,39.3,Normal
41.2,38.9,2.4,43.3,13.7,40.5,Normal
35.2,38.3,-3.1,27.1,5.0,36.7,Normal
40.0,35.8,4.2,24.8,22.0,38.5,Normal
34.2,39.4,-5.2,29.4,10.2,34.4,Normal
36.7,37.7,-1.0,35.0,16.4,36.5,Normal
36.5,36.4,0.1,49.3,5.7,36.2,Normal
35.9,37.1,-1.2,62.1,6.7,36.3,Normal
34.2,35.2,-1.0,79.2,24.8,34.4,Normal
43.2,35.6,7.5,46.5,19.3,43.6,Severe Heatwave
36.8,38.8,-2.0,51.1,24.1,37.0,Normal
44.5,35.0,9.5,51.3,8.8,45.0,Severe Heatwave
39.6,37.1,2.5,52.4,5.8,39.7,Normal
38.9,37.6,1.3,51.1,13.6,38.3,Normal
37.9,35.3,2.7,20.5,13.4,37.9,Normal
49.7,39.9,9.9,20.1,6.0,49.0,Severe Heatwave
33.7,36.1,-2.5,25.9,18.9,32.9,Normal
33.6,36.5,-2.9,26.1,10.3,33.3,Normal
34.9,36.5,-1.6,62.3,6.3,34.8,Normal
37.3,36.2,1.1,32.3,9.6,37.3,Normal
30.0,35.0,-5.0,73.7,15.0,30.9,Normal
39.7,38.6,1.1,75.7,18.7,39.2,Normal
46.8,39.8,6.9,78.6,13.1,47.0,Severe Heatwave
37.7,36.1,1.5,76.3,14.1,37.8,Normal
38.3,38.3,-0.0,36.3,5.2,37.7,Normal
37.5,38.7,-1.2,50.6,23.0,37.6,Normal
43.4,39.2,4.1,30.5,23.4,44.4,Normal
35.2,37.1,-1.9,68.4,17.7,35.4,Normal
44.0,36.5,7.5,73.3,2.4,44.2,Severe Heatwave
44.4,36.6,7.8,71.1,14.4,43.7,Severe Heatwave
40.5,38.6,1.9,46.0,16.5,42.4,Normal
40.0,39.1,1.0,65.5,24.9,39.4,Normal
40.5,35.9,4.6,25.9,24.9,38.8,Heatwave
41.7,36.9,4.8,22.4,21.7,42.5,Heatwave
37.7,39.5,-1.8,65.2,3.5,37.6,Normal
38.2,39.0,-0.8,45.5,23.9,37.9,Normal
36.3,39.9,-3.6,79.7,16.1,35.8,Normal
41.2,38.8,2.4,25.8,20.4,43.1,Normal
40.3,37.0,3.3,71.3,11.4,40.7,Normal
34.2,38.0,-3.7,48.8,9.4,34.8,Normal
37.7,38.3,-0.6,69.6,12.7,37.9,Normal
31.7,35.4,-3.7,69.0,5.4,31.9,Normal
35.6,37.7,-2.1,75.0,10.2,37.0,Normal
41.5,38.5,2.9,37.9,21.7,41.2,Normal
34.3,35.8,-1.6,77.0,2.9,32.8,Normal
38.9,38.9,-0.1,29.1,5.5,39.7,Normal
33.2,37.9,-4.7,24.9,4.9,33.7,Normal
41.4,39.8,1.7,45.9,11.3,41.5,Normal
36.1,35.2,0.8,69.7,24.9,36.5,Normal
34.8,36.3,-1.6,48.4,6.0,34.4,Normal
38.3,38.0,0.3,69.8,5.3,38.4,Normal
38.1,36.5,1.6,63.8,23.0,38.0,Normal
36.7,38.6,-1.9,32.6,22.3,36.1,Normal
34.6,38.8,-4.2,76.9,2.7,35.8,Normal
42.8,35.5,7.3,23.6,19.3,41.4,Severe Heatwave
36.4,37.6,-1.2,73.9,17.1,38.7,Normal
38.2,37.5,0.7,38.3,19.7,39.1,Normal
41.4,36.8,4.5,50.0,13.4,39.6,Heatwave
53.0,39.7,13.4,45.3,24.8,52.8,Severe Heatwave
35.8,39.1,-3.4,30.3,3.0,35.6,Normal
41.1,38.5,2.6,41.5,7.4,41.5,Normal
37.1,38.6,-1.5,31.6,11.1,36.1,Normal
36.4,37.3,-0.9,32.2,12.3,36.5,Normal
38.1,39.6,-1.5,31.2,23.2,38.0,Normal
35.5,38.5,-2.9,49.3,14.9,34.8,Normal
39.5,38.6,0.9,67.9,3.0,38.6,Normal
35.1,39.3,-4.2,54.1,11.4,36.1,Normal
40.7,36.4,4.3,73.6,11.6,39.0,Normal
40.2,39.0,1.2,58.2,24.2,40.7,Normal
38.5,36.0,2.5,61.4,15.8,39.3,Normal
36.1,36.7,-0.6,60.1,16.6,35.9,Normal
36.4,36.7,-0.3,47.0,18.4,36.4,Normal
41.9,39.9,2.0,61.4,19.7,43.1,Normal
36.2,39.3,-3.1,24.2,16.6,35.5,Normal
38.3,38.5,-0.3,71.6,7.5,37.7,Normal
36.6,38.6,-2.0,66.7,22.1,36.1,Normal
35.7,37.8,-2.1,34.7,18.8,36.9,Normal
33.4,39.7,-6.4,66.1,19.1,34.6,Normal
43.2,37.5,5.7,20.8,24.9,41.8,Heatwave
35.5,36.9,-1.4,33.0,20.5,36.5,Normal
40.9,35.8,5.1,23.9,21.1,41.7,Heatwave
